nome,ano,fase,pedra,inde,iaa,ieg,ips,ida,ipp,ipv,ian,ponto_virada,idade_aluno,turma
ALUNO-855,2020,2,Ametista,7.356112666666667,9.000020000000001,7.6,7.5,8.0,7.083333333333334,6.888886666666665,5,Não,11.0,L
ALUNO-858,2020,1,Topázio,8.590003000000001,9.000020000000001,9.7,6.875,9.5,8.125,9.250005,5,Sim,7.0,A
ALUNO-860,2020,3,Ametista,8.448612666666666,8.33334,10.0,7.5,8.666666666666666,8.541666666666666,8.888893333333332,5,Sim,11.0,C
ALUNO-861,2020,3,Ametista,8.080835,9.58335,8.8,7.5,8.666666666666666,8.125,7.833333333333334,5,Não,7.0,J
ALUNO-862,2020,1,Ametista,8.345835333333333,9.50002,9.5,6.875,10.0,7.083333333333334,8.0,5,Não,6.0,J
ALUNO-866,2020,1,Topázio,8.558752,9.000020000000001,9.7,7.5,9.0,7.1875,7.25,10,Não,9.0,A
ALUNO-872,2020,2,Ágata,6.996391333333334,9.000020000000001,8.1,4.375,6.0,7.5,7.944446666666667,5,Não,12.0,N
ALUNO-873,2020,1,Ametista,7.506112,9.000020000000001,8.6,7.5,7.5,6.25,7.555549999999999,5,Não,8.0,K
ALUNO-874,2020,4,Ametista,7.706946333333334,8.75001,8.0,5.0,6.333333333333333,8.541666666666666,8.05556,10,Não,15.0,L
ALUNO-877,2020,2,Ametista,7.543335000000001,8.000020000000001,8.3,7.5,7.5,7.5,7.916665,5,Não,6.0,M
ALUNO-880,2020,2,Quartzo,4.8113893333333335,7.416679999999999,5.8,5.0,0.5,6.875,5.611106666666666,5,Não,10.0,F
ALUNO-886,2020,0,Topázio,8.71667,10.00002,10.0,7.5,8.5,7.5,7.58334,10,Não,10.0,C
ALUNO-888,2020,1,Ágata,6.593890666666667,8.500020000000001,7.9,7.5,0.0,7.916666666666668,8.11111,10,Não,6.0,K
ALUNO-889,2020,2,Ametista,7.633752,9.000020000000001,8.7,7.5,7.0,8.4375,7.5,5,Não,8.0,D
ALUNO-890,2020,2,Ágata,6.867500666666667,9.000020000000001,7.9,6.875,5.5,6.666666666666667,7.166659999999999,5,Não,7.0,R
ALUNO-892,2020,1,Ametista,7.698057333333334,9.50002,9.4,7.5,6.5,7.291666666666667,7.944443333333333,5,Não,8.0,E
ALUNO-894,2020,5,Topázio,8.799447333333335,10.00002,9.4,8.125,8.0,8.958333333333334,8.05556,10,Não,8.0,A
ALUNO-898,2020,2,Ágata,7.105001,6.91668,7.9,4.375,7.5,8.125,7.916665,5,Não,6.0,M
ALUNO-899,2020,1,Ametista,7.812502,8.000020000000001,9.5,7.5,7.5,8.125,7.75,5,Não,7.0,D
ALUNO-902,2020,0,Ametista,7.716669,9.000020000000001,10.0,7.5,8.0,2.5,6.083335,10,Não,12.0,A
ALUNO-903,2020,1,Topázio,8.885835,9.000020000000001,9.2,7.5,10.0,8.125,7.916665,10,Não,7.0,M
ALUNO-904,2020,3,Ametista,7.9385425,9.58335,8.5,7.5,7.0,7.96875,6.6666625,10,Não,6.0,A
ALUNO-906,2020,4,Topázio,8.927781333333334,10.00002,10.0,10.0,7.666666666666667,9.166666666666666,9.888896666666668,5,Sim,10.0,A
ALUNO-907,2020,1,Ametista,8.118335333333334,9.50002,8.8,7.5,7.0,7.916666666666668,7.333333333333333,10,Não,9.0,C
ALUNO-908,2020,2,Ágata,7.156668,7.41668,7.7,6.875,7.5,6.875,7.5,5,Não,11.0,B
ALUNO-909,2020,2,Ágata,6.241251999999999,9.50002,6.3,7.5,2.0,7.8125,8.0,5,Não,7.0,H
ALUNO-910,2020,5,Quartzo,4.328750666666667,9.58335,0.8,3.125,1.3333333333333333,7.8125,6.749995,5,Não,7.0,G
ALUNO-911,2020,3,Ágata,6.5970838333333335,5.83334,8.1,3.75,7.666666666666667,7.1875,6.3333325,5,Não,8.0,A
ALUNO-912,2020,4,Quartzo,4.745832666666667,9.16668,1.0,7.5,2.6666666666666665,8.125,5.1666566666666665,5,Não,15.0,A
ALUNO-916,2020,3,Topázio,8.5077105,7.91667,8.7,7.5,7.0,8.59375,9.8333425,10,Sim,10.0,L
ALUNO-917,2020,8,Ametista,8.893334,8.33334,10.0,7.5,8.9,0.0,0.0,10,,8.0,A
ALUNO-919,2020,5,Ágata,7.1305570000000005,8.75001,6.0,7.5,5.333333333333333,7.500000000000001,7.444446666666667,10,Não,7.0,A
ALUNO-920,2020,4,Ametista,7.589375500000001,7.08333,9.4,4.375,7.0,7.96875,9.3333375,5,Sim,6.0,F
ALUNO-922,2020,2,Ametista,7.287919,8.500020000000001,8.7,4.375,4.5,5.9375,8.833335,10,Sim,13.0,H
ALUNO-923,2020,0,Ametista,7.400002000000001,9.000020000000001,10.0,5.0,9.0,2.5,4.75,10,Não,7.0,E
ALUNO-926,2020,2,Ametista,7.648612,9.50002,9.5,5.0,8.5,6.875,7.055549999999999,5,Não,10.0,G
ALUNO-927,2020,1,Topázio,8.537502,8.500020000000001,8.0,7.5,10.0,7.708333333333334,7.833333333333333,10,Não,7.0,K
ALUNO-928,2020,7,Ametista,8.297085166666667,8.75001,8.1,7.5,6.833333333333333,8.4375,9.2083375,10,Sim,14.0,A
ALUNO-929,2020,4,Quartzo,4.465625,8.75001,0.0,7.5,0.0,7.65625,5.374995,10,Não,7.0,F
ALUNO-930,2020,4,Ametista,8.372780333333333,9.58335,9.1,9.375,8.0,8.125,8.722226666666666,5,Sim,7.0,A
ALUNO-931,2020,0,Ametista,8.231250000000001,9.000020000000001,10.0,7.5,9.5,7.8125,6.99999,5,Não,6.0,F
ALUNO-932,2020,2,Ametista,7.526252,8.000020000000001,9.1,6.25,7.5,7.8125,7.5,5,Não,7.0,D
ALUNO-935,2020,0,Topázio,9.064585,10.00002,10.0,10.0,9.0,7.8125,7.416665,10,Não,9.0,G
ALUNO-937,2020,1,Ametista,8.427224,9.50002,9.4,7.5,10.0,7.916666666666668,7.777776666666667,5,Não,9.0,H
ALUNO-938,2020,3,Ametista,8.384169,9.58335,9.4,4.375,9.0,7.083333333333334,8.000003333333332,10,Não,6.0,F
ALUNO-940,2020,0,Ametista,7.745835,9.50002,10.0,6.25,7.25,6.875,7.666665,5,Não,13.0,D
ALUNO-942,2020,3,Ametista,7.336111333333334,9.16668,8.5,5.0,6.333333333333333,7.083333333333334,6.222216666666667,10,Não,5.0,F
ALUNO-943,2020,1,Ametista,7.941252,8.500020000000001,8.8,7.5,6.25,7.8125,7.75,10,Não,7.0,A
ALUNO-944,2020,3,Quartzo,5.510277666666668,9.58335,2.6,6.875,4.333333333333333,8.333333333333334,5.722213333333335,5,Não,6.0,H
ALUNO-948,2020,2,Ametista,7.360557333333334,8.500020000000001,8.9,7.5,6.0,7.916666666666668,7.444443333333333,5,Não,11.0,C
ALUNO-950,2020,7,Ametista,8.161668666666667,9.16668,9.6,7.5,4.833333333333333,7.5,9.29167,10,Sim,13.0,A
ALUNO-951,2020,5,Ágata,7.0766670000000005,7.91667,8.8,7.5,6.0,7.083333333333334,6.833333333333333,5,Não,11.0,B
ALUNO-953,2020,8,Ametista,8.418335,9.58335,10.0,7.5,7.4,0.0,0.0,10,,12.0,A
ALUNO-957,2020,1,Ametista,7.671946,7.416679999999999,9.2,7.5,7.5,7.291666666666667,8.055556666666668,5,Não,9.0,N
ALUNO-958,2020,3,Ametista,8.426390666666666,9.16668,9.5,8.125,8.0,8.749999999999998,9.111113333333334,5,Sim,11.0,J
ALUNO-961,2020,1,Topázio,8.659168666666668,9.50002,9.4,4.375,10.0,7.916666666666668,8.0,10,Não,5.0,N
ALUNO-962,2020,3,Quartzo,5.500834,9.16668,6.4,4.375,1.3333333333333333,6.666666666666667,4.666663333333334,10,Não,14.0,F
ALUNO-964,2020,1,Ametista,8.032502000000001,9.50002,8.1,7.5,9.0,8.125,8.0,5,Não,10.0,F
ALUNO-965,2020,2,Ágata,7.073614000000001,9.000020000000001,9.0,6.875,3.5,8.749999999999998,8.055560000000002,5,Não,6.0,P
ALUNO-968,2020,3,Quartzo,5.580831333333333,5.8333200000000005,7.3,6.25,3.6666666666666665,7.291666666666667,5.999996666666666,2.5,Não,11.0,J
ALUNO-970,2020,2,Ágata,7.1841680000000006,9.50002,6.9,7.5,7.0,6.875,7.58333,5,Não,6.0,M
ALUNO-973,2020,1,Ametista,8.116390666666666,9.50002,6.2,7.5,10.0,6.875,7.444443333333333,10,Não,6.0,N
ALUNO-983,2020,2,Ametista,7.789724,9.000020000000001,9.9,3.75,5.5,8.125,8.11111,10,Não,15.0,N
ALUNO-984,2020,1,Quartzo,5.311390666666667,9.50002,4.3,7.5,0.0,7.291666666666667,7.61111,5,Não,6.0,H
ALUNO-986,2020,4,Ágata,7.000417666666667,9.16668,4.2,7.5,6.333333333333333,8.4375,6.916665,10,Não,6.0,F
ALUNO-989,2020,2,Ametista,7.886668666666667,9.50002,9.6,7.5,7.0,8.333333333333334,7.666666666666667,5,Não,6.0,P
ALUNO-991,2020,2,Ágata,6.7994460000000005,9.000020000000001,7.9,6.25,2.5,7.5,7.22222,10,Não,13.0,N
ALUNO-992,2020,0,Ametista,7.32,9.000020000000001,5.6,7.5,9.5,7.5,6.99999,5,Não,9.0,F
ALUNO-993,2020,5,Ametista,7.5256255,7.08333,8.3,4.375,6.0,8.28125,8.458337499999999,10,Não,7.0,F
ALUNO-994,2020,2,Topázio,8.677223999999999,9.50002,9.4,6.875,9.0,7.708333333333334,7.944443333333333,10,Não,9.0,F
ALUNO-996,2020,2,Ametista,7.736390666666667,9.000020000000001,7.3,7.5,6.0,7.708333333333334,8.277776666666668,10,Não,6.0,G
ALUNO-997,2020,1,Topázio,8.982502,9.000020000000001,9.6,10.0,9.0,8.125,7.75,10,Não,5.0,A
ALUNO-999,2020,3,Ágata,7.004444666666667,8.33334,5.8,3.125,7.333333333333333,6.875,7.72222,10,Não,10.0,G
ALUNO-1002,2020,3,Ametista,8.114724,9.16668,9.4,7.5,8.333333333333334,8.125,7.944446666666668,5,Não,7.0,J
ALUNO-1003,2020,3,Ametista,7.598890333333334,9.58335,6.8,7.5,8.0,8.749999999999998,7.777776666666667,5,Não,10.0,C
ALUNO-1004,2020,0,Ametista,7.675002000000001,9.000020000000001,10.0,6.25,9.0,2.5,5.5,10,Não,11.0,H
ALUNO-1006,2020,1,Ametista,7.8105573333333345,9.000020000000001,9.4,7.5,7.5,7.916666666666668,7.444443333333333,5,Não,14.0,H
ALUNO-1007,2020,2,Ametista,7.526669333333331,9.50002,8.3,7.5,4.0,8.333333333333332,7.666670000000001,10,Não,6.0,P
ALUNO-1010,2020,1,Topázio,8.582085,9.000020000000001,9.9,5.0,10.0,7.1875,7.416665,10,Não,8.0,B
ALUNO-1012,2020,1,Topázio,8.765835000000001,8.000020000000001,9.1,7.5,10.0,8.125,7.916665,10,Não,5.0,M
ALUNO-1014,2020,1,Ágata,6.964446,8.000020000000001,8.6,7.5,5.0,7.5,7.222219999999999,5,Não,8.0,N
ALUNO-1015,2020,3,Ametista,8.052502,9.16668,7.2,7.5,6.666666666666667,8.125,9.000003333333332,10,Sim,8.0,R
ALUNO-1016,2020,2,Ametista,7.433890666666667,8.500020000000001,9.6,7.5,6.0,7.916666666666668,7.11111,5,Não,5.0,E
ALUNO-1017,2020,2,Ametista,8.473890666666668,9.000020000000001,8.8,7.5,8.5,7.083333333333333,8.277776666666666,10,Não,12.0,J
ALUNO-1018,2020,5,Quartzo,4.995277333333333,8.33334,4.9,7.5,0.0,8.541666666666666,5.388883333333333,5,Não,6.0,L
ALUNO-1019,2020,5,Ágata,6.252775000000001,6.24999,6.5,7.5,4.333333333333333,8.333333333333334,6.88888,5,Não,10.0,A
ALUNO-1020,2020,8,Quartzo,6.250001,8.75001,0.0,6.875,7.5,0.0,0.0,10,,12.0,A
ALUNO-1021,2020,2,Ágata,6.782918,9.000020000000001,7.8,6.875,4.5,7.1875,7.58333,5,Não,6.0,M
ALUNO-1022,2020,0,Topázio,8.780002,10.00002,9.9,7.5,9.0,7.5,7.5,10,Não,9.0,F
ALUNO-1024,2020,5,Quartzo,3.7622213333333336,7.5,2.2,3.125,0.0,7.708333333333334,4.94444,5,Não,10.0,L
ALUNO-1027,2020,5,Ametista,8.069793166666667,8.75001,9.0,4.375,6.333333333333333,8.90625,9.0000025,10,Sim,12.0,G
ALUNO-1028,2020,2,Ametista,7.73389,9.50002,9.1,7.5,7.5,7.916666666666668,7.111106666666665,5,Não,11.0,C
ALUNO-1029,2020,1,Ametista,8.352502999999999,9.50002,8.7,7.5,9.0,8.125,9.000005,5,Sim,15.0,D
ALUNO-1031,2020,0,Topázio,9.166669,9.000020000000001,10.0,7.5,10.0,7.5,8.833335,10,Sim,7.0,B
ALUNO-1034,2020,2,Ametista,7.751391333333333,8.000020000000001,8.5,7.5,5.5,8.125,7.944446666666668,10,Não,8.0,N
ALUNO-1035,2020,1,Ametista,8.263334666666667,9.50002,9.4,7.5,10.0,7.5,7.166663333333332,5,Não,11.0,C
ALUNO-1036,2020,1,Quartzo,4.701666666666667,8.41668,3.3,6.875,0.0,6.458333333333334,6.833326666666666,5,Não,11.0,E
ALUNO-1041,2020,3,Ametista,7.793543333333334,8.75001,5.4,7.5,8.666666666666666,7.96875,7.79167,10,Não,5.0,M
ALUNO-1046,2020,3,Ametista,7.993334666666667,7.5,9.3,7.5,7.666666666666667,8.333333333333334,8.83334,5,Sim,7.0,R
ALUNO-1047,2020,4,Quartzo,4.833887333333333,7.5,2.1,7.5,0.0,7.916666666666668,5.611103333333333,10,Não,6.0,L
ALUNO-1051,2020,3,Ágata,6.254445333333334,9.16668,2.8,7.5,3.6666666666666665,7.5,7.72222,10,Não,17.0,F
ALUNO-1056,2020,3,Quartzo,4.336873833333334,7.5,3.7,4.375,2.6666666666666665,6.09375,5.0833275,2.5,Não,7.0,L
ALUNO-1061,2020,2,Ametista,7.940278666666668,9.50002,8.5,6.875,9.0,7.916666666666668,7.555549999999999,5,Não,8.0,C
ALUNO-1067,2020,0,Ametista,8.312502,8.500020000000001,10.0,7.5,9.5,8.125,7.5,5,Não,16.0,D
ALUNO-1070,2020,0,Ametista,7.633334,8.500020000000001,10.0,7.5,9.5,5.0,5.66666,5,Não,15.0,E
ALUNO-1072,2020,3,Ametista,8.193334333333334,8.75001,8.3,7.5,7.333333333333333,8.749999999999998,7.833333333333334,10,Não,11.0,C
ALUNO-1075,2020,4,Topázio,8.796113333333334,9.16668,9.8,10.0,6.666666666666667,8.749999999999998,8.55556,10,Não,8.0,A
ALUNO-1077,2020,0,Ametista,8.254168,9.50002,10.0,7.5,7.5,6.875,6.83333,10,Não,13.0,C
ALUNO-1078,2020,1,Ametista,7.804168000000001,7.416679999999999,8.0,6.875,10.0,7.083333333333334,7.833333333333333,5,Não,7.0,J
ALUNO-1079,2020,1,Ágata,6.602502,9.000020000000001,6.7,7.5,4.25,7.291666666666667,7.666666666666667,5,Não,11.0,J
ALUNO-1081,2020,5,Quartzo,5.2535425,8.33334,6.7,3.125,4.0,6.09375,4.2916675,5,Não,8.0,G
ALUNO-1084,2020,0,Ametista,8.308336,9.000020000000001,10.0,4.375,9.0,6.875,7.41667,10,Não,10.0,D
ALUNO-1085,2020,3,Ágata,6.205209666666667,9.16668,5.5,7.5,3.333333333333333,7.96875,7.375,5,Não,13.0,M
ALUNO-1087,2020,2,Ametista,7.635279333333334,7.50002,8.6,7.5,6.0,7.708333333333334,7.222219999999999,10,Não,12.0,L
ALUNO-1088,2020,5,Ágata,6.116945666666667,8.75001,4.8,7.5,2.6666666666666665,8.541666666666666,8.222223333333334,5,Não,8.0,L
ALUNO-1089,2020,0,Topázio,8.900004,9.50002,10.0,7.5,8.5,10.0,10.00001,5,Sim,9.0,B
ALUNO-1090,2020,1,Ágata,6.611668,7.00002,4.6,7.5,8.0,7.083333333333333,7.166663333333332,5,Não,10.0,N
ALUNO-1092,2020,6,Quartzo,5.3102075,0.0,4.9,7.5,2.0,7.96875,6.9166625,10,Não,15.0,A
ALUNO-1093,2020,5,Ametista,7.297778666666666,9.16668,9.1,7.5,5.333333333333333,8.333333333333332,7.055553333333334,5,Não,13.0,B
ALUNO-1094,2020,2,Ametista,8.041252,9.000020000000001,9.3,7.5,8.5,7.8125,7.75,5,Não,8.0,D
ALUNO-1095,2020,0,Topázio,9.116669,10.00002,10.0,7.5,10.0,7.5,8.083335,10,Não,16.0,B
ALUNO-1097,2020,3,Ametista,7.818543333333334,9.58335,7.4,7.5,6.666666666666667,7.96875,7.5,10,Não,9.0,B
ALUNO-1100,2020,8,Topázio,8.976668,9.16668,10.0,7.5,8.9,0.0,0.0,10,,16.0,A
ALUNO-1103,2020,2,Ágata,6.394585,7.91668,8.9,4.375,3.5,4.6875,8.583335,5,Não,10.0,H
ALUNO-1105,2020,1,Ametista,7.648752,7.50002,9.4,7.5,7.5,7.1875,7.75,5,Não,10.0,D
ALUNO-1106,2020,0,Ametista,7.734169,9.000020000000001,9.9,4.375,9.5,2.5,8.833335,5,Sim,7.0,E
ALUNO-1110,2020,1,Ametista,7.852501999999999,9.50002,7.7,7.5,8.5,8.125,8.0,5,Não,15.0,A
ALUNO-1112,2020,6,Ágata,6.8100005,7.91667,5.8,6.25,4.5,7.5,7.9166675,10,Não,15.0,B
ALUNO-1119,2020,1,Topázio,8.541252,10.00002,8.8,7.5,9.0,7.8125,7.25,10,Não,6.0,A
ALUNO-1123,2020,3,Ametista,8.266390000000001,8.33334,8.7,6.875,8.333333333333334,9.166666666666666,9.611113333333332,5,Sim,17.0,J
ALUNO-1127,2020,2,Ametista,7.356669999999999,8.000020000000001,8.2,7.5,6.5,5.0,9.33334,5,Sim,7.0,B
ALUNO-1128,2020,4,Ametista,8.229169833333334,9.16668,5.5,10.0,6.666666666666667,9.375,9.7083425,10,Sim,9.0,E
ALUNO-1129,2020,2,Ametista,8.035278666666667,9.000020000000001,9.1,5.0,8.0,7.708333333333334,7.222216666666665,10,Não,10.0,F
ALUNO-1130,2020,2,Topázio,8.788613333333334,9.50002,9.7,6.875,9.0,8.333333333333334,7.888890000000001,10,Não,9.0,N
ALUNO-1131,2020,3,Ágata,7.046043,9.58335,8.1,6.25,4.0,7.34375,6.541665,10,Não,7.0,B
ALUNO-1132,2020,6,Ágata,7.131251333333334,7.5,8.0,6.25,6.166666666666667,7.8125,8.20834,5,Não,7.0,C
ALUNO-1133,2020,6,Quartzo,5.431249666666666,0.0,4.5,6.25,5.833333333333333,7.8125,7.291665,5,Não,15.0,A
ALUNO-1134,2020,3,Ágata,7.178543166666667,9.58335,6.7,7.5,4.833333333333333,7.96875,6.8333325,10,Não,16.0,A
ALUNO-1136,2020,4,Ametista,7.737918833333333,9.58335,7.2,5.0,7.666666666666667,7.8125,7.6250025,10,Não,7.0,E
ALUNO-1137,2020,8,Topázio,9.338335,9.58335,10.0,7.5,9.7,0.0,0.0,10,,7.0,A
ALUNO-1139,2020,2,Ametista,7.492500666666666,6.91668,8.9,7.5,7.5,7.708333333333334,7.499996666666666,5,Não,17.0,C
ALUNO-1141,2020,2,Ágata,6.9812520000000005,8.500020000000001,7.0,7.5,6.0,7.8125,7.5,5,Não,7.0,D
ALUNO-1142,2020,6,Quartzo,5.968749333333333,7.5,7.0,6.25,3.1666666666666665,7.1875,6.70833,5,Não,14.0,A
ALUNO-1145,2020,3,Ágata,6.225555333333334,9.16668,6.1,6.875,4.666666666666667,8.125,5.777770000000001,5,Não,8.0,J
ALUNO-1148,2020,4,Quartzo,3.0650015,6.66667,1.2,2.5,0.0,5.0,4.5416725,5,Não,8.0,F
ALUNO-1149,2020,0,Ágata,7.029166999999999,9.50002,10.0,5.625,9.0,2.5,4.833325,5,Não,18.0,E
ALUNO-1150,2020,1,Topázio,8.673890666666669,9.50002,8.8,7.5,9.5,7.916666666666668,7.61111,10,Não,8.0,H
ALUNO-1156,2020,3,Ametista,8.281250333333332,8.33334,9.0,7.5,8.666666666666666,7.8125,6.916665,10,Não,15.0,B
ALUNO-1158,2020,8,Ametista,8.818335000000001,9.58335,10.0,7.5,8.4,0.0,0.0,10,,11.0,A
ALUNO-1159,2020,3,Topázio,8.552224666666667,9.16668,9.9,6.875,9.333333333333334,8.125,8.944449999999998,5,Sim,12.0,F
ALUNO-1161,2020,3,Ágata,6.2183348333333335,10.00002,7.8,4.375,4.666666666666667,5.625,6.1249975,5,Não,7.0,L
ALUNO-1165,2020,2,Ametista,8.080002,8.000020000000001,9.9,7.5,9.0,7.5,7.5,5,Não,9.0,D
ALUNO-1166,2020,2,Quartzo,5.6905573333333335,9.50002,6.3,5.0,4.0,6.25,5.277776666666666,5,Não,17.0,E
ALUNO-1167,2020,1,Ametista,7.627502,9.50002,8.7,6.25,4.5,8.125,8.0,10,Não,13.0,F
ALUNO-1168,2020,1,Ametista,8.043751,7.916679999999999,8.5,7.5,10.0,7.1875,7.916665,5,Não,7.0,M
ALUNO-1170,2020,1,Ametista,8.178752,8.000020000000001,8.3,7.5,9.0,7.1875,7.25,10,Não,7.0,G
ALUNO-1171,2020,3,Topázio,8.925003,9.58335,9.5,6.25,8.333333333333334,8.749999999999998,9.500006666666668,10,Sim,9.0,C
ALUNO-1172,2020,1,Ágata,6.268752,9.50002,5.0,7.5,4.5,7.1875,7.25,5,Não,12.0,D
ALUNO-1173,2020,5,Quartzo,4.420833666666667,7.91667,2.0,3.75,0.0,6.875,5.833333333333335,10,Não,11.0,B
ALUNO-1174,2020,5,Ametista,7.3906255,7.08333,7.0,6.875,5.0,8.28125,8.8333375,10,Sim,10.0,F
ALUNO-1175,2020,1,Quartzo,5.367224,8.500020000000001,5.1,7.5,0.0,7.916666666666668,7.277776666666666,5,Não,6.0,K
ALUNO-1176,2020,5,Ametista,8.233335,8.75001,8.0,8.75,6.333333333333333,9.166666666666666,8.500003333333334,10,Não,12.0,B
ALUNO-1178,2020,2,Quartzo,5.692918,8.000020000000001,3.1,6.875,4.25,7.1875,7.58333,5,Não,11.0,M
ALUNO-1181,2020,0,Ametista,7.745836000000001,9.000020000000001,10.0,5.625,10.0,2.5,7.66667,5,Não,9.0,D
ALUNO-1187,2020,2,Ágata,7.060279333333334,9.000020000000001,8.1,7.5,4.5,8.125,7.888886666666667,5,Não,11.0,G
ALUNO-1188,2020,7,Quartzo,5.461458666666667,7.91667,1.0,7.5,4.333333333333333,7.03125,5.75,10,Não,7.0,A
ALUNO-1189,2020,8,Topázio,9.218335,9.58335,10.0,7.5,9.4,0.0,0.0,10,,7.0,A
ALUNO-1190,2020,2,Ametista,8.100557333333333,8.500020000000001,9.6,6.875,8.0,6.875,6.777776666666665,10,Não,7.0,N
ALUNO-1191,2020,3,Ágata,6.828125666666667,7.91667,9.5,4.375,3.333333333333333,7.65625,6.333335,10,Não,9.0,B
ALUNO-1193,2020,2,Ágata,6.912779333333333,9.000020000000001,6.8,7.5,3.75,7.083333333333333,7.222219999999999,10,Não,7.0,L
ALUNO-1195,2020,2,Ametista,8.153752,8.500020000000001,8.8,7.5,7.0,8.4375,7.75,10,Não,9.0,D
ALUNO-1197,2020,6,Ametista,7.820418166666667,8.75001,8.8,6.25,5.333333333333333,8.4375,8.2500025,10,Não,10.0,A
ALUNO-1198,2020,1,Ágata,6.790556666666666,9.000020000000001,5.8,5.0,7.5,7.083333333333333,7.611106666666666,5,Não,12.0,K
ALUNO-1200,2020,6,Ametista,7.520000166666668,7.91667,7.6,6.25,5.833333333333333,7.5,8.333332500000001,10,Não,6.0,B
ALUNO-1205,2020,1,Topázio,8.962503,7.00002,9.5,7.5,10.0,8.125,9.000005,10,Sim,9.0,A
ALUNO-1215,2020,1,Topázio,8.700003,10.00002,9.5,7.5,10.0,7.5,9.000005,5,Sim,11.0,D
ALUNO-1216,2020,8,Ágata,7.218335,9.58335,0.0,7.5,9.4,0.0,0.0,10,,11.0,A
ALUNO-1217,2020,3,Ametista,8.443336,8.33334,8.8,4.375,8.0,9.375,9.37501,10,Sim,11.0,A
ALUNO-1218,2020,7,Topázio,8.840628,9.16668,9.5,7.5,7.5,8.90625,9.416675,10,Sim,8.0,B
ALUNO-1219,2020,4,Ametista,7.974724666666667,8.33334,9.7,7.5,3.8333333333333335,8.958333333333332,8.944453333333334,10,Sim,9.0,B
ALUNO-1222,2020,7,Ametista,7.533542000000001,9.16668,6.6,6.875,7.0,7.34375,7.374995,10,Não,8.0,B
ALUNO-1223,2020,1,Ametista,8.350558,8.500020000000001,8.6,7.5,9.5,8.75,8.77778,5,Sim,15.0,R
ALUNO-1225,2020,2,Quartzo,5.984724,6.91668,8.0,7.5,0.0,8.541666666666666,7.944446666666668,5,Não,10.0,P
ALUNO-1226,2020,1,Ametista,8.129724666666666,9.50002,8.1,5.625,9.5,8.75,8.611113333333334,5,Não,11.0,R
ALUNO-1228,2020,2,Ametista,7.600000666666666,6.91668,8.5,7.5,6.5,7.916666666666667,6.833329999999999,10,Não,11.0,N
ALUNO-1229,2020,1,Ametista,7.917778666666665,9.50002,9.2,5.625,8.0,5.208333333333333,7.222216666666665,10,Não,10.0,J
ALUNO-1230,2020,3,Ametista,7.567082333333333,6.24999,9.7,7.5,4.666666666666667,8.4375,7.375,10,Não,8.0,L
ALUNO-1231,2020,2,Quartzo,6.0041660000000014,0.0,7.0,4.375,7.0,6.666666666666666,7.999996666666666,5,Não,9.0,E
ALUNO-1232,2020,2,Quartzo,6.008751,9.50002,8.2,7.5,0.0,7.1875,7.249995,5,Não,8.0,H
ALUNO-1237,2020,2,Ágata,6.985000666666667,7.916679999999999,8.3,7.5,5.5,7.5,7.166663333333332,5,Não,12.0,G
ALUNO-1238,2020,1,Topázio,8.539168,7.416679999999999,8.8,7.5,10.0,6.875,8.0,10,Não,12.0,F
ALUNO-1241,2020,2,Quartzo,4.179721333333333,0.0,2.1,7.5,0.0,6.875,6.611106666666666,10,Não,9.0,G
ALUNO-1244,2020,1,Topázio,8.742502000000002,9.50002,8.9,7.5,9.5,8.125,7.75,10,Não,11.0,B
ALUNO-1248,2020,3,Ametista,8.442778666666666,9.16668,9.2,6.875,7.666666666666667,8.541666666666666,8.055553333333332,10,Não,10.0,G
ALUNO-1249,2020,5,Ametista,8.006044,9.16668,7.9,6.25,6.0,8.59375,9.125005,10,Sim,9.0,F
ALUNO-1250,2020,3,Ágata,6.484720666666667,6.66666,5.0,7.5,3.333333333333333,8.125,7.94444,10,Não,8.0,R
ALUNO-1251,2020,3,Ametista,7.613959833333333,9.16668,6.7,10.0,7.666666666666667,7.65625,7.7916675,5,Não,11.0,M
ALUNO-1252,2020,6,Quartzo,5.802082833333333,0.0,6.5,7.5,3.1666666666666665,7.1875,6.9999975,10,Não,10.0,B
ALUNO-1253,2020,0,Ametista,7.429166,8.500020000000001,10.0,5.625,10.0,2.5,6.3333200000000005,5,Não,10.0,G
ALUNO-1254,2020,2,Ágata,6.518752000000001,8.500020000000001,3.5,6.875,8.0,7.8125,7.0,5,Não,10.0,D
ALUNO-1256,2020,4,Quartzo,5.397779,7.91667,4.6,7.5,0.0,7.916666666666668,8.222226666666668,5,Não,8.0,A
ALUNO-1257,2020,3,Ametista,7.6402105,10.00002,6.8,7.5,8.0,7.96875,8.166667499999999,5,Não,11.0,M
ALUNO-1260,2020,1,Ametista,7.975835333333334,9.50002,8.9,7.5,9.0,7.291666666666667,7.333333333333333,5,Não,8.0,C
ALUNO-1261,2020,5,Quartzo,5.436457833333334,7.91667,7.5,3.125,0.6666666666666666,6.40625,5.2916625,10,Não,13.0,G
ALUNO-1262,2020,4,Ágata,6.840279333333334,8.33334,9.0,7.5,2.6666666666666665,8.125,8.055560000000002,5,Não,7.0,A
ALUNO-1264,2020,1,Ametista,8.110557333333334,10.00002,8.4,7.5,9.5,7.916666666666668,7.444443333333333,5,Não,11.0,H
